prefLabel@es,term_id
incident of fire,LT5396242
incompatible mode,LT1251195
incomplete penetration,LT9681151
increase of Kg,LT1085017
increment of curvature,LT6311032
incremental curvature,LT3703407
incremental moment,LT8884676
incremental perturbation,LT8963808
incremental property,LT2414678
incremental step,LT4771452
independent load,LT4250678
independent point location,LT2868670
individual cargo hold,LT8471392
individual element,LT3281648
individual foundation,LT9527477
individual plate and stiffener,LT6946745
individual structural element,LT6172200
individual vessel,LT1527005
induced failure,LT7655388
industrial sector,LT9105118
inert gas supply,LT4199982
inertia about local beam,LT4072015
infested water,LT9315477
infinite life,LT5490681
inflatable liferafts,LT5680698
influence of mean stress,LT9116273
influence of tensile residual,LT2316821
influence of thickness,LT4738500
influence of typical surface,LT3950820
influence of variable loading,LT9540157
influence on contact,LT8957879
information while other,LT5546928
initial Gm,LT5542119
initial mesh,LT5199993
initial mesh contact,LT1179918
initial mesh misalignment,LT6043143
initial stiffness,LT2906023
initiating event,LT5262099
inner bottom,LT7293776
input for compartment filling,LT8220857
inspection and maintenance plan,LT5975242
inspection booth,LT7191001
inspection of thermal spraying,LT7588623
inspection parameter,LT6269225
installation,LT8202316
installation design,LT7265306
installation of CM equipment,LT1207095
installation on board,LT7336581
instrument air,LT4645287
intact condition,LT4913736
intact stability,LT2611683
integral point,LT2265480
integrated control,LT7246996
integrated system,LT2804541
integration method,LT9961919
integration of damage,LT7333337
intended capability,LT2982427
intended level,LT4238755
intended level of performance,LT9149283
intended location,LT6267889
intended purpose,LT3186113
intensity testing device,LT1926641
intentions of SRtP,LT7177252
interaction effect,LT5233801
interaction formula,LT9395927
intermediate node,LT9350448
intermediate shaft,LT7492854
intermediate shaft design,LT7327537
intermediate stages of flooding,LT9701478
internal combustion engine,LT1855666
internal friction,LT9350235
internal gear,LT5265615
internal imperfection,LT5093172
internal lashing,LT5689827
interpolation method,LT3108315
interpretation of indication,LT6895279
intervals of heeling,LT2743743
inverse negative slope,LT8845037
irregular panel,LT4558184
iterative approach,LT1930031
iterative method,LT1302697
joint configuration,LT7693726
joints in steel,LT4671493
journal and pin fillet,LT4502941
journal diameter,LT5612611
journal fillet,LT2520208
journal fillet criterion,LT9214774
journal oil,LT9464796
journal pin,LT1964087
kNm,LT3138044
kind of stress raiser,LT1010692
kinematic hardening,LT9595763
kinematic oil viscosity,LT6979621
knock down effect,LT3108329
knuckle point,LT4828325
lack of fusion,LT4699819
lack of penetration,LT1009432
lapped bevel gear,LT3857159
large bracket,LT2542649
large deck opening,LT1293620
large deflection,LT3328954
large plastic,LT9516665
larger damper,LT3397794
laser peening,LT6621060
lashed container,LT3700796
lashing,LT7506741
lashing calculation,LT5921822
lashing system,LT5994103
lateral buckling,LT9448527
lateral deformation,LT6857571
lateral direction,LT4076297
lateral load,LT4776546
lateral rigid support,LT2161019
lateral sea pressure,LT1060509
lateral shaft,LT5972258
lateral stiffness,LT5498355
lateral support,LT4269411
lead letter,LT1077431
length between perpendicular,LT4053290
length of free edge,LT9155527
length of indication,LT3286392
length of member,LT9413959
level detection,LT6529393
level for infinite life,LT7678461
level of performance,LT4257543
level of safety,LT8066364
level with denominator,LT2945870
levels for imperfection,LT1652184
levels in accordance,LT3983612
lever GZ curve,LT8176746
lifeboat equipment,LT6614870
lifetime thrust on propeller,LT2721640
lifting force,LT6354783
light ship,LT3170682
limit and static strength,LT7256232
limit for transient operation,LT4275127
limit state,LT7058843
limit state formulation,LT6535622
limit state function,LT1445812
line discharge side,LT1750290
line interface,LT2152408
line load,LT9783506
line of contact,LT4073191
line of journal,LT1070334
line suction side,LT2128986
line user,LT6913032
linear FE analysis,LT7179336
linear Fe,LT5748127
linear Fem,LT7318497
linear analysis,LT5071555
linear approach,LT7478403
linear behaviour,LT2173161
linear curve,LT1984370
linear damage,LT8529370
linear damage rule,LT2436719
linear effect,LT4115003
linear effects,LT6702771
linear elastic material,LT3238307
linear equilibrium,LT8494328
linear equilibrium path,LT7732293
linear finite element,LT1207022
linear function,LT9255768
linear indication,LT4447193
linear interpolation,LT3543899
linear load,LT1857649
linear material,LT5517657
linear material law,LT3672057
linear membrane,LT3507364
linear plate,LT1940052
linear plate theory,LT9264007
linear post,LT8541736
linear response,LT1916183
linear spring,LT5835691
linear value,LT4021173
lines of contact,LT3871201
lines of journal,LT9660900
link to rule,LT7123358
liquefied gas,LT8146555
liquid,LT1762533
liquid and vapour line,LT1914633
liquid content,LT1856632
liquid level,LT7208667
liquid pressure,LT7113593
liquid separator,LT8338978
load,LT6870003
load application,LT9861631
load application at tooth,LT7612445
load at longitudinal station,LT2566172
load bearing,LT5346086
load bearing capacity,LT6703171
load block,LT5762224
load calculation point,LT4674555
load capacity,LT6582604
load case in accordance,LT4766756
load case under consideration,LT6523165
load component,LT7857840
load condition,LT1560853
load cycle,LT6074573
load direction,LT5265392
load distribution,LT9835318
load distribution curve,LT9757616
load distribution factor,LT7329054
load factor,LT5036466
load history,LT2086774
load in design,LT6143295
load in ice,LT6688179
load line draft,LT1073673
load line mark,LT1125911
load parameter,LT7828299
load parameter _,LT1196545
load per unit facewidth,LT3561487
load reduction,LT3009935
load reference,LT6627780
load release gear,LT1565974
load scenario,LT2890340
load share,LT2524156
load shedding,LT5351199
load space,LT7989688
load spectrum,LT7484318
load stage,LT9408759
loaded tooth,LT6518023
loading,LT8827302
loading computer,LT8137555
loading computer function,LT3370041
loading computer system,LT8656056
loading condition,LT3700135
loading history,LT4212153
loading manual,LT7301708
loading on propeller hub,LT7119250
loading pattern,LT9561136
loading scenario,LT3472485
loads from propeller,LT5874697
loads of appropriate magnitude,LT9013178
loads on container,LT8831779
loads on deck,LT2341276
loads on pod,LT9487197
local SCFs,LT8691003
local axis,LT4344898
local buckling,LT4029281
local buckling stiffener,LT2844649
local cargo load,LT9104593
local compression,LT3169535
local fatigue strength,LT1698929
local fillet,LT1133058
local fine mesh,LT6086813
local finite element,LT9734152
local flange,LT1192882
local hardness,LT1844380
local ice pressure,LT6094579
local increase in pressure,LT1272674
local indentation,LT4212868
local load,LT2420288
local mesh stiffness,LT2236474
local mode,LT5538340
local strength assessment,LT2870217
local stress concentration,LT7868390
local stress concentration factor,LT5425007
local tooth root stress,LT6398076
local web,LT6138427
localized material,LT8690731
localized plastic,LT2887764
localized plastic collapse,LT3125756
location for hull girder,LT6072250
location for shear force,LT8489980
location of longitudinal bulkhead,LT6667140
locations for hull,LT7735256
log scale,LT1744673
logN axis,LT1305343
longitudinal axial nodal force,LT7466417
longitudinal buckling,LT4961918
longitudinal bulkhead,LT9697162
longitudinal centre of gravity,LT9868009
longitudinal dimensionless acceleration,LT6640943
longitudinal direction,LT2879559
longitudinal distribution,LT4569169
longitudinal force,LT4785110
longitudinal girder,LT2172635
longitudinal location,LT4299938
longitudinal plating,LT3694833
longitudinal position,LT4793395
longitudinal station,LT6931831
longitudinal station xj,LT4385392
longitudinal stiffener,LT6567463
longitudinal strength,LT7355143
longitudinal strength after damage,LT3006947
longitudinal stress,LT2807416
longitudinal structural member,LT9500979
longitudinal wall,LT9413738
longitudinally stiffened panel,LT4846794
loosening of part,LT6926846
loss of back reflection,LT1482340
loss of propulsion,LT7331197
loss of steering,LT8321286
low cycle,LT8037734
low cycle criteria,LT1411880
low cycle criterion,LT5239077
low cycle dynamic,LT3314573
low cycle fatigue,LT9277706
low cycle fatigue criterion,LT2948234
low cycle slope,LT2865879
low level,LT3945742
low level alarm,LT3029391
low load,LT3600754
low number of teeth,LT1055862
low oil level,LT9457086
lower corner,LT8931843
lower ice waterline,LT2323665
lower knee,LT7611767
lower stool,LT3011133
lowermost container,LT5896757
lubricant factor,LT5206601
lubrication oil film,LT5822464
machined surface,LT2090391
machinery,LT9494355
machinery arrangement,LT8591510
machinery component,LT4392837
machinery installation,LT8961098
machinery space,LT2472558
macro material form,LT4753470
magnetic compass,LT3579690
magnetic field,LT6668854
magnetic particle testing technique,LT9645256
magnetising equipment,LT2099074
main bearing,LT2942511
main bearing centerline,LT5948753
main bearing centre,LT8199025
main bearing midpoint,LT8290772
main characteristic,LT5117696
main feature,LT4099549
main frame,LT4509886
main function,LT5641567
main journal centre line,LT2869001
main propulsion gear,LT2141684
main purpose,LT2347456
main steering gear,LT3440516
main steering gear capacity,LT6959226
main vertical zone,LT6381682
maintenance and inspection plan,LT8656263
major axis,LT4130538
major axis dimension,LT2573539
major excitation,LT9490776
major hazard,LT1695274
manual action,LT8452099
manual intervention,LT3551181
manual testing,LT4809643
manual ultrasonic testing,LT3047392
manufacturer data,LT7050835
margin line,LT9793166
marine,LT1251283
marine application,LT1914472
marine propulsion,LT1179737
marine steel casting,LT2010099
marine transmission,LT9952187
martensitic stainless steel,LT8568900
mass diagram,LT3349665
mass system,LT2963723
master node,LT7365013
material attenuation,LT6982317
material cleanliness,LT5215471
material coefficient,LT1445246
material curve,LT9337573
material fatigue strength,LT1889676
material grade,LT5358448
material input,LT3087899
material parameter,LT9013357
material property,LT5803250
material quality,LT9459311
material thickness,LT4634317
material yield,LT4430881
material yielding,LT3306012
materials fatigue strength,LT8634157
maximum GZ,LT2143112
maximum RESP,LT5070469
maximum absolute shear,LT4271005
maximum aft,LT9237271
maximum amplitude,LT2695663
maximum backward load,LT6163856
maximum coating thickness,LT4882326
maximum continuous power,LT3187535
maximum deformation,LT1875359
maximum draft,LT5873653
maximum draught,LT5992235
maximum filling,LT8197433
maximum free surface,LT6974634
maximum grain,LT9708383
maximum height,LT5513522
maximum ice,LT7862737
maximum ice load,LT7761242
maximum internal pressure,LT3986880
maximum lifetime,LT1767661
maximum load,LT8998690
maximum mass,LT2101014
