prefLabel@es,term_id
früheren Festsetzung,LT3065976
zumutbares Maß,LT7041143
Betriebsstätte,LT5103390
organisatorische Anforderungen,LT6956647
Gegenleistung,LT8578850
internationalen Finanzkreisen,LT3165699
Verpackung,LT2369718
eigener Anteile,LT5439809
Störung,LT6659969
physischen Löschung,LT4903457
geforderte Entgelt,LT1760044
Gründen,LT7546396
Rekursgericht,LT7706222
anvertrauten Angelegenheiten,LT3173245
zustehenden Befugnisse,LT1731358
zuständige Bezirksverwaltungsbehörde,LT1500543
Schlussfolgerungen,LT4650699
Werknutzungsberechtigten,LT5319153
registrierte Marken,LT2367700
Ausmaß,LT9742848
ausübenden Künstler,LT2275597
Einwand,LT9189571
Beweismittels,LT7900118
Nähere Vorschriften,LT6657675
ausscheidende Gesellschafter,LT9889725
forstwirtschaftlicher Erzeugnisse,LT7832264
gefährdeten Partei,LT1287775
Beginn,LT8187161
natürliche oder juristische Person,LT7081637
fremdes Kapital,LT3781854
Metalltechnik für Metall,LT2310545
Vervielfältigungen,LT6934965
fachliche Befähigung,LT5712801
Tatbestände im Ausland,LT4669639
Öffentlichkeit,LT2624334
Befugnis,LT3700651
zurückgelegten Entfernung,LT1093272
einbezogenen Unternehmen,LT3925126
Aufbewahrung beim Gericht,LT4712015
maßgebender Einfluß,LT4336232
Börsenotierte Gesellschaften,LT3328341
gültigen Stimmen,LT3023240
Verwandte Schutzrechte,LT4195196
benachbarten Anlagen,LT1152298
vorzeitige Anpassung,LT7549891
Bestandsplänen,LT3663794
Kreditinstitut,LT1291636
persönlich haftende Gesellschafterin,LT4489137
Uhrzeit,LT6801493
fachliche Qualifikation,LT7534625
landesrechtliche Vorschriften,LT8165765
vorzuschreibenden Auflagen,LT5304920
Beschreibung,LT4656997
unbeschränkt haftender Gesellschafter,LT7450003
Anträge auf Löschung,LT1760309
Ohrlochknöpfen nach vorheriger Hautdesinfektion,LT6918190
vergleichbare Vergütungssätze,LT8335566
festgelegten Voraussetzungen,LT2413535
diesbezüglichen Anordnungen,LT5429500
hergestellte Vervielfältigungsstücke,LT8588178
ursprüngliche Tagesordnung,LT8873979
Patentinhaber,LT3913110
Unternehmensbezogene Geschäfte,LT6506334
Liegenschaft,LT7834493
Sprengel,LT1749605
Termin,LT1489183
Berechtigten,LT2385829
dingliche Rechte,LT6384705
diagnostischen Verwendung ohne Berührung,LT6540746
forstwirtschaftliche Erwerbs,LT8222312
zulässigen Aufsuchens,LT8356010
genannten Präparaten,LT2662990
Zustellung,LT1518374
genießenden Marke,LT4461229
getroffenen Maßnahmen,LT4358635
Wohnungsgemein,LT4961029
Verordnung zur Durchführung,LT1032624
zulässigen Rundfunksendung,LT2566853
Gefahr,LT6158799
amtlicher Aufforderung,LT3530534
Lichtbild,LT7354749
eingezogenen Betrags,LT8483141
Verbindung,LT1056978
juristische Personen,LT6842387
Vertreter,LT1960341
Veranstalter,LT2917926
Beratende Ingenieure,LT3075633
genaue Anschrift,LT3980593
gefassten Beschlusses,LT9074299
Aufteilung,LT4159364
fachliche Tätigkeit,LT2258434
amtlichen Bestätigung,LT7683775
maßgebliche Umstände,LT3403936
Verordnung gemäß Abs,LT2832393
Allgemeine Vorschriften,LT8661383
befreites Unternehmen,LT8444937
geltenden Ermächtigung,LT4978049
Aufbereitetes Biogas,LT2087055
Zustellanschrift,LT2583901
Techniken assoziierte Emissionswerte,LT7345325
Erfinder,LT7060505
Europäischen Aufsichtsbehörden,LT3689889
Übergabe,LT9385597
fachmännische Laienrichter,LT7145246
verdienende Provision,LT1531069
bisherige Hauptmietzins,LT7251826
Europäische Aufsichtsbehörde,LT8423117
weiteren Betriebsstätten,LT6309823
Teilung,LT4425515
sonstigen Belastungen,LT8262681
Produktionskapazität an Fertigerzeugnissen,LT4375915
Kratzspuren,LT5782326
gesetzlicher Vorschriften,LT5147031
damaligen Bestimmungen rechtswirksame Vereinbarung,LT3632235
unlauteren Wettbewerb,LT2292618
Einzelfall,LT7605639
Garagenstellplätze,LT7706973
ausländischer Hauptniederlassung,LT7182323
Entlastung,LT4083434
aufgeopferten Gütern,LT4446767
schuldhafter Patentverletzung,LT4624403
Maßnahmen zur Beseitigung,LT4161857
Widerspruch zur Niederschrift,LT1734105
Patentanspruch,LT3466168
berechtigten Einrichtung,LT2757797
einstweiligen Schutzes,LT1924442
Telefon,LT8057241
verbrauchten Erhaltungs,LT1380950
Vertragsparteien,LT2943741
Abrechnungsperiode,LT8373336
Geschäftssjahr,LT3107105
Aktionär Rechte,LT1053325
Vorbereitung,LT5066949
ausgewiesenen Betrag,LT9205221
aktiven latenten Steuern,LT5330786
Mangel,LT4085677
Vorauszahlung,LT6890982
eigenverantwortlichen Trennen,LT7497666
nahestehenden Meister,LT1577370
Nennbetrag,LT3684814
antragstellenden Aktionären,LT3760052
Wettbewerbsrechtsverletzungen,LT8544137
erforderlichen Ausmaß,LT2574891
Schilling Umsatzerlöse,LT6080056
AktG,LT8238568
ältere Unionsmarke,LT4664048
vorausgegangenen Geschäftsjahr,LT3625228
landwirtschaftlicher Erzeugnisse,LT5569191
Anträge auf Eintragung,LT1473204
niedergelegten Wettbewerbsregeln,LT6765780
eingezogenen Aktien,LT9389785
Index,LT1014028
kommenden Bestimmungen,LT8122482
Adaptierungen,LT4826390
Bestellung,LT9422454
unfertigen Erzeugnissen,LT1929489
programmtragenden Signale,LT2498627
Erfordernis,LT9570895
Richter,LT2109185
MIETGEGENSTANDES,LT3355892
nichtmilitärischer Waffen,LT9110623
ermächtigenden Vollmacht,LT3236564
registrierte Marke,LT3961246
Jahr,LT6483648
Einstweilige Verfügungen,LT6672971
Mechatroniker für Elektronik,LT5295523
erlassenen Verordnungen,LT7124463
Erledigungen,LT7396229
Kundmachung BGBl,LT6229819
assoziierte Unternehmen,LT1302329
Geldwäsche,LT7933457
Inventar,LT8717083
Überganges,LT4903626
materiellrechtliche Genehmigungs,LT3033347
Umwelt,LT4371080
verschiffenden Güter,LT7274149
angestrebten Erfolg,LT7919609
relevante Mengenschwelle,LT6123191
bedungene Fracht,LT6133403
genehmigungspflichtige Errichtung,LT7452472
österreichischen Rechtsvorschriften,LT5056195
maschinelle Anlagen,LT3413515
Zurückzahlung,LT2223218
ersetzenden Schaden,LT8872278
Gewerbliche Vermögensberater,LT4356157
bezogenen Gewinn,LT5323440
betrieblichen Altersvorsorge,LT1930301
entfallenden Anteil,LT9966793
Traversen,LT9307064
bestimmte Organismen,LT7950280
näheren Bestimmungen,LT8827029
berechtigten Gewerbetreibenden,LT9092569
inländischen Liegenschaften,LT5664358
Niederschrift,LT8695066
kalten Speisen,LT3379650
staatliche Hoheitszeichen,LT3240453
Bezirksgericht,LT8481693
Sperranlage,LT6300323
ausschließlichen Lizenz,LT1751023
rechtskräftiger Entscheidung,LT4965458
Hauptmietverhältnis,LT3571772
Stammeinlage,LT4423658
bundesgesetzliche Vorschriften,LT5614330
Hilfslohn,LT9628974
Kalenderjahr,LT3230964
Internationale Prüfungsstandards,LT3935996
negative Auswirkungen,LT8204833
Eintragungen,LT5376359
Gesamtkosten,LT6083409
Unanwendbarkeit,LT7885013
vorhergehenden Geschäftsjahrs,LT7816286
bisherigen Hauptmietzins,LT8511717
Anmeldung,LT4919003
beruflichen Qualifikation,LT2722881
betriebliche Altersversorgung,LT6415762
generative oder vegetative Vermehrung,LT6679263
erforderliche Nachsicht,LT7411239
erforderliche Maßnahmen,LT1469752
Heiz,LT8269932
Lizenz,LT2688337
bisherigen Berechtigungsumfang,LT2746297
Betriebgeheimnis,LT3084433
zulässigen Betrags,LT9212057
mangelnder Berufsqualifikation,LT1686397
Gebäude,LT1902973
unbeschränkt haftenden Gesellschaftern,LT2157357
KartG,LT4309799
gütlichen Einigung,LT6959681
Werknutzungen,LT5317618
Weitere Betriebsstätten,LT1506469
Vorgangsweise,LT9052574
liegenden Rechtsverhältnis,LT2525937
Rückzahlung,LT6935743
gemeinfreien Werkes,LT6323618
Befähigung,LT1707277
andeutenden Zusatzes,LT2412092
berücksichtigten Ruhens,LT5134562
Vermittler verbundener Reiseleistungen,LT4486870
Anmelders,LT2753580
verschiedenen Zeitpunkten,LT9999626
sichere Aufbewahrung,LT2508942
Unternehmern,LT2603206
öffentlichen Lagerhaus,LT3422359
eingeschränkte Ausübung,LT9835875
getroffenen Bestimmungen,LT5633903
unverschlossenen Gefäßen,LT6576367
genehmigte Anlage,LT4824780
Pflicht,LT5263808
zentralen Waschküchen,LT6196174
angefochtene Beschluss,LT8599300
Gesetz bestimmten Beschränkungen,LT2450160
prüfende Geschäftsjahr,LT3598303
verneinende Erklärung,LT3031594
internationale Rahmenwerke,LT2142400
Vertragabschluss,LT7783085
besonderen Haverei,LT5200532
kommende Fachgebiet,LT1798267
ggf Garagenstellplatz,LT2828261
Schutzverweigerung,LT4575598
leitenden Stellungen,LT2210933
betragenden Frist,LT7770107
Immobilienmakler,LT8017304
ordentliche Hauptversammlung,LT2031793
Partei,LT5537690
Mitteilung,LT6745858
schrittweise Anhebung,LT1994503
Antrag,LT8143805
Glaubhaftmachung,LT2938390
Mietzinse,LT8154837
jeweilige Prüfung,LT4973328
gewählten Prüfers,LT5670151
Terrorismusfinanzierung,LT9504262
m² Nutzfläche,LT5588780
Ursprungsbezeichnung,LT4470226
falsche Angaben,LT6944487
anonymen Kanal,LT5704870
Erzeugung von pyrotechnischen Artikeln,LT9218380
Einbau,LT6745114
Verpflichtungszusagen,LT4521638
vorzugsweise Befriedigung,LT3227621
fachlichen Tätigkeit,LT8124809
latenten Steuern,LT5664218
Kompromiss,LT4545268
Handelsregisters,LT8928892
Ernennung,LT6496184
längeren Warten,LT2759443
Potenziell erhöhtes Risiko,LT6337385
rechtskräftigen Genehmigung,LT8600577
Vereinbarungen über Sacheinlagen,LT1604278
Verwaltung,LT9357828
vorläufige Erhöhung,LT9382603
Nachmieter,LT2100081
Vertragsbestimmung,LT4282680
neuen Mietzinsvereinbarung,LT1922112
nachfolgenden Bestimmungen,LT6319034
sonstigen Geschäftsbedingungen,LT9384752
Sonstige Bestimmungen,LT4912831
Überwälzung,LT7736713
Verlegung,LT9231078
Behörde,LT9631117
Unfälle mit gefährlichen Stoffen,LT5557767
geforderten Voraussetzungen,LT1258251
Veränderung,LT9318242
Mechatroniker für Elektromaschinenbau,LT4481081
Aufsuchen von Privatpersonen,LT5200534
routinemäßige Umweltinspektionen,LT6602798
Verzögerung,LT1128877
bisherige Ausbildung,LT8402420
Benützung,LT4386689
e MRG,LT1830880
gebührende Vergütung,LT5774494
zuständige Finanzamt,LT7482426
gebotene Rückstellung,LT3331663
reglementierter Gewerbe,LT8847358
Gewerbliche Betriebsanlagen,LT1370295
assoziiertes Unternehmen,LT7961067
Mietgegenstand,LT5492522
Gesundheit,LT4181427
nahestehenden Rechtsträgern,LT7376282
ergebende Unterschiedsbetrag,LT4788859
bekannten Gläubigern,LT1296437
geltende Rechtslage,LT7189208
baulichen Substanz,LT2574880
zuständige Landesinnung,LT6063340
Verbreitungsrecht,LT8920035
Kommanditisten,LT4862660
praktischen Kenntnisse,LT5605989
übersichtlichen Jahresabschlusses,LT4114309
Schallträger,LT8621965
einzutragenden Tatsachen,LT6470985
Mietzinsreserven,LT6403140
imaginären Gewinns,LT2462058
Indices,LT9060401
anerkannten Volksgruppe,LT6542322
Maßgabe,LT8587381
Geruch,LT5988170
depotführenden Kreditinstitut,LT3381043
entrichtenden Mietzins,LT1743642
pauschales Entgelt,LT6513228
Garage,LT4784384
Gebietsweise Abgrenzung,LT9772702
bescheidmäßigen Auftrages,LT6006777
Bankgarantie,LT1955990
Verabreichung von Speisen,LT7634867
Februar,LT7275143
Gegner,LT1623563
geänderten Größenmerkmale,LT5658732
Annahme,LT9757638
geschlossenen Mietvertrag,LT9779079
Mittel,LT6301430
getroffene Maßnahmen,LT4011022
Organisation von Personenbetreuung,LT1045680
Energieversorgungsleitungen,LT4369596
Verhütung schwerer Unfälle,LT3383275
Handwerk,LT4742904
geografischen Angaben,LT1794871
sämtlicher Anträge,LT6270856
Verlängerung,LT7236735
genannten Bundesgesetzes,LT8460162
statische Berechnungen,LT9260011
bautechnische Maßnahmen,LT4762685
Probe,LT5214956
nichtamtlichen Sachverständigen,LT3768138
Filmkunst,LT8808640
beabsichtigte Herabsetzung,LT4002914
Herstellung von Arzneimitteln,LT6832276
Quadratmeter,LT2156715
neuen Stammeinlagen,LT5292092
Preisaufschlag,LT4426312
gestellte Anbot,LT8380284
Antrages gemäß Abs,LT2052698
Gründungsprivilegierung,LT3708585
angemessene Barabfindung,LT9044075
Werknutzung,LT9704138
Dienstgebers,LT3587674
nachstehenden Merkmale,LT9120882
Gründer Aktien,LT3751265
stattgebende Entscheidung,LT5692267
Bundesminister,LT1409393
anhängigen Verfahren,LT9227203
Mietverhältnisse,LT1434171
nichtfinanziellen Bericht,LT4202663
Nichtbenützung,LT9922662
beteiligten Gebietskörperschaft,LT9775047
selbstverantwortliche Anordnungsbefugnis,LT9455792
Anm,LT6161856
Österreichischen Postsparkasse,LT3831476
Gemeinde,LT3674128
gefährlichen Stoff,LT7567511
akademischer Grad,LT5853607
Kredit,LT5669181
erzielte Gewinne,LT2085306
Betreten,LT7209608
zuständige Wettbewerbsbehörde,LT6147955
Europäischen Patentübereinkommens,LT5055583
selbstzersetzliche Stoffe,LT9883293
Erteilung,LT3764174
Fälligkeitstag,LT4846549
Präambel,LT7856145
Zurückweisung,LT4224069
Wettbewerb,LT2889029
behördliche Genehmigung,LT8757367
anhängigen Verfahrens,LT5272592
ausstellenden Staat,LT4612780
erhöhte Hauptmietzins,LT9330777
folgender Rechtsakte,LT1285565
BVT,LT4689031
Erwerbs eigener Aktien,LT3188497
Mensch,LT6446543
herbeigeführten Eintritts,LT4348086
Betriebsanlagen,LT7897071
patentierten Erfindung,LT6182177
depotführenden Kreditinstituts,LT5131681
Abgabe,LT7839944
Gast,LT2374587
Rechte anderer Gewerbetreibender,LT4530753
nahestehender Rechtsträger,LT8611635
angeführten Gewerbe,LT6888774
Abteilung,LT3007440
Kronzeugen,LT7072620
AC electromagnetic yoke,LT2295407
AC magnetisation,LT8981524
ALTERATION OF Container,LT6710526
ALTERNATIVE Method,LT3996957
ANALYTICAL Buckling,LT2955297
APPROVAL REQUEST Form,LT2605035
Absolute damping,LT7690919
Acceptability criteria,LT9561329
Acceptable clusters of discontinuity,LT2153476
Acceptance Criteria,LT5183936
Acceptance level,LT8223856
Adaptive frame,LT2229793
Adjustment of shear force,LT5342589
Aft End,LT4613135
Alloyed case,LT3039873
Alteration of container,LT3404749
Alternating stress,LT1651546
Alternative method,LT3633494
Analysis,LT3238564
Analysis Criteria,LT5198448
Analysis criteria,LT7718969
Analysis of Stiffened,LT4586365
Analytical Model,LT5608434
Angle beam,LT3957383
Angle compression wave,LT2087927
Angle probe,LT9557333
Angle profile,LT6141574
Applicable load scenario,LT8787075
Applicable rule edition,LT6465294
Application factor,LT5136838
Approval of condition,LT3568236
Approval request form,LT4879651
Approval with respect,LT2506052
Archer coefficient,LT5991471
Argument of summation,LT1388740
Aspect ratio,LT5578906
Assessments of Stiffened,LT8147481
Associated limit,LT2870616
Astern torque coefficient,LT1108593
Automatic action,LT3664085
Automatic isolation,LT2849309
Automatic release,LT6955803
Average axial strain,LT2428611
Average frame spacing,LT6799806
Axial force,LT3128804
Axial load,LT3432716
Axial stress,LT2527740
Axial stress in rod,LT6789836
BCH Code,LT2837447
BUCKLING Capacity,LT7933082
BUCKLING OF Plate,LT7903871
Baltic ice,LT7035719
Baltic ice classis,LT5199924
Base circle,LT3001892
Basic Calibration block,LT3698599
Basic equation,LT7314555
Basic principle,LT2209119
Basic viewpoint,LT5067041
Beam Examination,LT6262951
Beam analysis,LT8515716
Beam column,LT7173123
Beam element,LT5946627
Bending moment,LT5061402
Bending moment coefficient,LT7772631
Berechnung von,LT1952966
Bevel,LT6051721
Bevel gear,LT4213656
Bevel gear conversion formula,LT7815680
Bevel gear factor,LT5277417
Bigger diameter,LT3252147
Blade,LT3888227
Blade bolt,LT7789636
Blade failure design,LT6097263
Blade failure load,LT1544886
Blade flange,LT3056412
Blade root,LT8909415
Blade tip,LT6876367
Bottom grillage model,LT9497391
Boundary condition,LT9971627
Boundary constraint,LT6975584
Boundary element method,LT6031683
Boundary support,LT7773011
Brinell hardness,LT3758802
Buckling,LT5767260
Buckling Analysis,LT1665202
Buckling Analysis of Shell,LT4304077
Buckling Model,LT4503197
Buckling checks flow,LT2626197
Buckling curve,LT6241531
Buckling design,LT6963460
Buckling factor,LT3242877
Buckling failure,LT2014505
Buckling method,LT5228866
Buckling mode,LT7921393
Buckling of Bar,LT4741606
Buckling panel,LT7226604
Buckling stiffener,LT3687428
Buckling strength,LT4770506
Buckling strength assessment,LT2086825
Buckling utilisation factor,LT5206428
Bulb profile,LT4803472
Bulk temperature,LT6356518
Butt weld,LT2331936
CALCULATION OF Fatigue,LT8815777
CALCULATION OF Pinion,LT7830718
CALCULATION OF Stress,LT1949286
CALCULATION OF Surface,LT6287998
CBM action,LT7911637
CFM calculation,LT8606110
CHANGES –,LT6193599
CLASS Guideline,LT7103807
CLOSED Form,LT5542270
CM arrangement,LT6028785
CM equipment,LT9618641
CM method,LT1925063
CM program,LT1465309
CM related task,LT2319904
CM system,LT9109605
CM system approval,LT8507357
CM task,LT5602888
CODE OF Container,LT7010855
COMPONENT Certification,LT6478488
CONCENTRATION Factor,LT9462780
CRANK TRAIN Bearing,LT7761689
CRITERIA FOR Propeller,LT6721239
CROSS Tie,LT1371278
CRT screen,LT3794506
CSR Pt,LT9245600
CSR rule,LT8513469
CYCLE STRESSES IN Propeller,LT4170379
Calculated steady state,LT9119940
Calculation,LT9590969
Calculation example,LT8493916
Calculation method,LT6283620
Calculation of GZ,LT4859308
Calculation of alternating,LT5418137
Calculation of fatigue,LT8208303
Calculation of gear rating,LT8637230
Calculation of marine,LT5931930
Calculation of surface,LT8573969
Calculation of tank,LT1470755
Calculation of tooth,LT7353184
Calculation principle,LT6161842
Calculation procedure,LT4176156
Calibration,LT4783200
Calibration block,LT4430023
Calibration procedure,LT8612070
Camber correction factor,LT9504442
Carbon steel,LT8361426
Cargo,LT7032698
Cargo compatibility,LT5448100
Cargo hold,LT4914716
Cargo ship,LT1240849
Cargo tank,LT7420716
Cargo vapour recovery,LT7170068
Case depth factor,LT4558822
Casualty scenario,LT5885689
Casualty threshold,LT8543176
Cell guide,LT1918940
Centre distance,LT4685022
Centrifugal stress,LT4685197
Certificate of compliance,LT6963164
Change of pitch,LT7634033
Characteristic buckling resistance,LT3186473
Characteristics curve,LT7003897
Cij coefficient,LT2259768
Circ,LT3341551
Clad welding,LT8088165
Class guideline,LT5010714
Class notation,LT2903406
Class of quality,LT6190220
Classification based on performance,LT9085199
Classification of Ship,LT9464935
Classification of radiographic technique,LT4921835
Clear warning in case,LT4849585
Closed Form Method,LT1807417
Coarse mesh,LT7170631
Coating Thickness Measurement,LT5453999
Coating material,LT9442528
Coating thickness,LT2366361
Coating thickness measurement,LT7090777
Coefficient of friction,LT4644423
Cold deformation,LT7937335
Colour contrast penetrant,LT8003114
Column buckling,LT8973018
Combined Load,LT4714456
Compartment definition,LT2316669
Compartments with altered permeability,LT4281453
Competent crew member,LT2684526
Component Influence,LT3289302
Component Influence Factor,LT8075205
Component certification,LT4313256
Component influence,LT4012902
Computerized Buckling,LT2171381
Condition monitoring,LT6836251
Condition monitoring method,LT8002405
Condition monitoring process,LT2555819
Condition monitoring program,LT2032764
Condition monitoring system,LT5745121
Conductive coating,LT1563185
Confidence interval,LT7567635
Contact ratio factor,LT4454224
Contact ratio factor Y_,LT5752935
Container,LT4875780
Container securing,LT4912382
Container ship,LT7334167
Containers stack,LT8545719
Continuous beam,LT6399280
Continuous monitoring,LT5844171
Contractual shock level,LT6375773
Control device,LT4028247
Controllable pitch,LT5094531
Cooling liquid system,LT2764056
Corner post compression,LT4294147
Corner post force,LT3571972
Correction factor,LT9311026
Correction of shear,LT6854201
Corrective action,LT4086414
Corrosion Deduction,LT2606162
Corrosion addition,LT6191862
Corrugated bulkhead,LT8619916
Coupling medium,LT1669870
Crank dimension,LT7092797
Crank disk,LT6081998
Crank pin,LT2047964
Crankpin,LT9561936
Crankpin fillet,LT3223153
Crankshaft,LT6564261
Crew,LT6326366
Critical astern revolution,LT1380379
Cross curve,LT3403601
Cross sectional area,LT9010208
Cross sectional property,LT5845339
Current flow,LT7809077
Curved plate,LT7686578
Cylindrical gear,LT4002580
Cylindrical gears with __,LT5554980
DAC curve,LT4692069
DEFINITION OF STRESS Concentration,LT7944303
DESIGN LOAD Combination,LT8749982
DESIGN Philosophy,LT4556003
DGS diagram,LT9417390
DGS scale,LT3452841
DGS technique,LT9305972
DNV,LT8605609
DNV GL,LT3386205
DNVGL,LT3549513
DNVGL CG,LT7266236
DVS Work Sheet,LT8306762
DYNPOS system,LT1726339
Damage accumulation,LT7248386
Damage by Palmgren,LT7008744
Damage stability,LT1468351
Damage stability calculation,LT5814029
Damage stability regulation,LT1122545
Dead zone,LT2624979
Deck fire extinguishing,LT2191853
Deck tank,LT7749015
Defect evaluation,LT2587515
Definition of casualty threshold,LT1161503
Definition of stress concentration,LT1345159
Definition of surface treatment,LT1615142
Definition of thickness,LT7255206
Density of water,LT6280757
Dependent upon stress,LT2434694
Depth of propeller,LT7308199
Description of method,LT7856591
Description of shock,LT5176458
Design Intent,LT5593705
Design Intention,LT7017211
Design load,LT2114700
Design principle,LT2009832
Design safety,LT4476244
Detecting media,LT6790346
Detection media,LT3639147
Determination of KH_,LT7484894
Determination of min,LT5072343
Determination of probe,LT5491755
Determination of transverse,LT1761257
Diesel engine,LT6903680
Difference in attenuation,LT3015766
Directional reflectivity,LT5356874
Display of warning,LT2082617
Distance Amplitude Curve,LT5303157
Distance between centre,LT1732017
Distributed load,LT2272857
Documentation requirement,LT5796457
Door frame,LT8821972
Double probe,LT9236491
Dove tail,LT8256060
Draught limit,LT6278718
Drop technique,LT3535818
Dry particle,LT8497217
Dry powder,LT6162162
Dummy rod,LT2298376
Dynamic Factor,LT6892008
Dynamic Test,LT9595092
Dynamic load,LT3191754
Dynamic load case,LT7254515
Dynamic loads from propeller,LT7580060
Dynamic stress,LT1286126
ECHO Height,LT8424810
EDGE OF OIL Drilling,LT5942299
EN Iso,LT7228317
EVALUATION OF Container,LT1831138
EVALUATION OF FATIGUE Test,LT4952449
EVALUATION OF STRESS Concentration,LT8759043
EXPECTED Content,LT8265896
Early phase,LT4214820
Editorial correction,LT8140995
Effect Analysis,LT1334461
Effect of vertical Shift,LT7509842
Effective flange,LT8344108
Effective inflow angle,LT6816235
Effective section modulus,LT1649343
Effective section modulus coefficient,LT9258194
Effective tip relief,LT8985403
Effective wake variation,LT4950101
Elastic Stability,LT6364270
Elastic buckling,LT6794467
Elastic column,LT9980479
Elastic torsional buckling,LT8062137
Elasticity factor,LT1055366
Electric motor,LT9083456
Electric motor room,LT9232903
Electrical installation,LT5367412
Element,LT2942714
Element mesh,LT3273354
Element size,LT9173669
Empirical formula,LT8224464
Endurance limit,LT5222365
Energy method,LT2096638
Engine damping,LT3060494
Engine torque,LT2066852
Equipment Class,LT9533028
Equipment description,LT2614043
Equivalent flange thickness,LT4761817
Equivalent ice stress,LT7649509
Equivalent net shear,LT3488192
Essential machinery,LT3439165
Evaluation area,LT5864624
Evaluation mode,LT6163105
Evaluation of defect,LT8583205
Evaluation of imperfection,LT7825454
Evaluation of indication,LT8096344
Evaluation of special component,LT7642350
Evaluation of stress concentration,LT8590407
Evaluation of test result,LT6249528
Evaluation with respect,LT1433522
Eventual assumption,LT1677902
Examine cylinder,LT2640537
Example of FE mesh,LT3756347
Example of FE model,LT9669970
Example of fine mesh,LT8723466
Examples of fine mesh,LT9241762
Excess penetrant removal,LT9852898
Excess penetrant remover,LT6783885
Expected content,LT2585146
Extension cable,LT1193708
Extent of model,LT8561803
Extent of testing,LT1998818
External dimension,LT4336096
Extreme condition,LT5784275
FACTORS FOR Diesel,LT8617347
FE Cargo,LT9323628
FE Load combination table,LT1241729
FE Model,LT1909352
FE analysis,LT2109186
FE calculation,LT9022480
FE cargo,LT5667010
FE load,LT1612388
FE load combination,LT2024374
FE loading,LT6705415
FE loading pattern,LT5247857
FE mesh,LT5118346
FE method,LT2022826
FE model,LT5134780
FE model axis,LT1257204
FE partial ship,LT1326050
FE program,LT7578716
FE structural assessment,LT7282383
FE tool,LT4524715
FE – Girder,LT9855480
FE – Torispherical,LT5391468
FINITE ELEMENT Analysis,LT3253901
FINITE ELEMENT Method,LT7014049
FIRE Safety,LT7270366
FRP Composite plate,LT6630541
FRP composite plate,LT1417213
FVV investigation,LT4892450
Face load factor,LT9995569
Face plate,LT2438964
Factor for Low Cycle,LT7752482
False indication,LT8993098
Fatigue Damage Accumulation,LT8258423
Fatigue damage accumulation,LT2424213
Fatigue initiation,LT4466986
Fatigue parameter,LT3637362
Fatigue strength,LT1471195
Fatigue strength amplitude,LT3329796
Fatigue strength assessment,LT7937632
Fatigue stress,LT7148894
Faulkner imperfection model,LT3754135
Ferritic material,LT3546386
Ferromagnetic material,LT7505972
Field of application,LT5163587
Filling limitation,LT7910116
Film viewing,LT1507757
Fine mesh,LT5206229
Finer mesh,LT9531928
Finite element analysis,LT3813582
Finite element type,LT2864095
Fire damper,LT2328381
Fire detection,LT3051215
Fire door,LT5275012
Fire extinction,LT3293012
Fire safety,LT6945860
Fixed firefighting system,LT3922384
Flag state,LT9559467
Flat Bottom Hole,LT1663261
Flat bar,LT9899189
Flexible cable,LT9452018
Flooding angle,LT7529241
Flow Test,LT3868754
Flow chart,LT3215656
Fluctuating blade load,LT9310327
Fluorescent particle,LT1804126
Fluorescent technique,LT3170973
Foam fireextinguishing,LT6941973
Forces for shoring,LT3044207
Foremost Cargo hold,LT1088295
Foremost cargo,LT5674364
Foremost cargo hold,LT1573530
Forward bulkhead,LT9185034
Forward cargo,LT7326646
Frame spacing,LT6717289
Free surface correction,LT6098755
Free surface effect,LT8756939
Free surface moment,LT4707974
Front wall frame,LT2868278
GENERAL INFLUENCE Factor,LT5954022
GEOMETRICAL STRESS CONCENTRATION Factor,LT9806867
GIRDER Ultimate,LT5019583
GIRDER WITH Cut,LT9792619
GL standard Test,LT9602623
GLOBAL STRENGTH Analysis,LT2098287
GUIDANCE ON FATIGUE Analysis,LT8097586
GZ curve,LT3310426
GZ residual curve,LT6628324
GZ value,LT8747228
Gas concentration,LT9367280
Gas detection,LT3998348
Gas venting system,LT3381033
Gear,LT1233380
Gear ratio,LT7500186
Gears with __,LT7922487
General Assumption,LT9002537
General ULS design,LT5594262
General arrangement,LT4235645
General criteria,LT5407467
General formula,LT4464802
General intention,LT9575951
General procedure,LT3173695
General software,LT3930177
Geometrical definition,LT4981915
Geometrical imperfection,LT1828074
Geometrical relation,LT2438975
Geometrical stress concentration factor,LT2830784
Geometrical unsharpness,LT1379391
Girder,LT9380010
Girder panel,LT8834817
Girder web,LT4706972
Global strength analysis,LT3163938
Grain stability,LT8803776
Grain stability calculation,LT8613017
Graphical method,LT1588923
Graphical presentation,LT8406476
Group of damage,LT8683117
Groups of damage,LT4453104
Guidance note,LT2112384
Guidance on simulation,LT8125167
Guide block,LT2476986
Guideline,LT3381088
HIGH CYCLE FATIGUE Criterion,LT1406954
HISTORIC Change,LT2078899
HOT GALVANIZING,LT5041199
HUB AND PITCH Mechanism,LT5139304
Hard corner,LT3916899
Hard corner element,LT1481353
Hatch cover,LT7794864
Hazard,LT4503928
Hazard identification,LT5621648
Helix angle factor,LT2002415
Helix angle factor Y_,LT5505115
Hertzian contact,LT2693169
Hertzian contact width,LT3651273
High Cycle Fatigue,LT9532829
High cycle,LT1701324
High cycle fatigue strength,LT1956879
